ID,Vial,Day,Type,Site,Transect,DistancePrimary,DistanceSecondary,DistanceClosest,Contents,Group,Trophic,Flight,Abundance,Biomass
S3/A2-P,A2-1.2,8,Pitfall,2,A,43,148,43,Formi1A,Ant,General,None,0.25,0.55
S3/A2-P,A2-1.2,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.25,0.625
S3/A2-P,A2-1.2,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,1,0.5
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.25,0.025
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.75,0.85
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,Formi1A,Ant,General,None,0.25,0.5
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.25,0.7
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.25,0.825
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,1.5,0.45
S3/A2-P,A2-1.3,8,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.25,0.2
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,5.25,10.175
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.025
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,CicHyb,Carabid,Predator,Moderate,0.25,2
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,Clubio,Spider,Predator,None,0.25,0.675
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,5,19.775
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,Hymeno,Hymenoptera,General,Strong,0.25,1.025
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,Mirida,Misc,Herbivore,Weak,0.25,0.3
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.75,1.5
S3/A2-P,A2-1.4,8,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.25,0.05
S3/A2-P,A2-1.5,8,Pitfall,2,A,43,148,43,NebPic,Carabid,Predator,Moderate,0.5,17.7
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,2.75,7.65
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,0.25,0.55
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.125
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,4.75,18.45
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.25,0.15
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,1,3.275
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.25,0.325
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.5,0.225
S3/A2-P,A2-2.1,8,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.25,0.125
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,4.25,8.5
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,12.5,30.425
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.05
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,3.5
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.75,0.175
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,Mirida,Misc,Herbivore,Weak,0.25,0.325
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.25,0.825
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,1.475
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.25,0.225
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.025
S3/A2-P,A2-2.2,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.75,0.275
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,1.75,3.7
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,0.25,1.2
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.05
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,CicHyb,Carabid,Predator,Moderate,0.5,18
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.75,3.125
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.25,0.1
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.25,0.875
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,1,4.05
S3/A2-P,A2-2.3,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.25,0.175
S3/A2-P,A2-2.4,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.75,1.65
S3/A2-P,A2-2.4,8,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.25,0.025
S3/A2-P,A2-2.4,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.25,0.575
S3/A2-P,A2-2.4,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,1,0.325
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,0.25,0.075
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.75,2.025
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.25,0.5
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.75,2.125
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.25,0.85
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.25,0.725
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,1.575
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.25,0.425
S3/A2-P,A2-2.5,8,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.25,0.325
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,2,3.975
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,1,2.275
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1.5,4.15
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,Mirida,Misc,Herbivore,Weak,0.25,0.475
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.5
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,2.35
S3/B2-P,B2-1.1,8,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.25,0.275
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,2.75,5.2
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,1,2.6
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,1.25,0.125
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,CicHyb,Carabid,Predator,Moderate,0.25,4.8
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,1.5,2.375
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.25,0.5
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.75,24.5
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,NebPic,Carabid,Predator,Moderate,0.25,8.3
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,1.225
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,ScoGra,Staphylinid,Predator,Weak,0.25,0.15
S3/B2-P,B2-1.2,8,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.25,0.075
S3/B2-P,B2-1.3,8,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.25,0.125
S3/B2-P,B2-1.3,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.25,0.075
S3/B2-P,B2-1.3,8,Pitfall,2,B,35,107,35,Hymeno,Hymenoptera,General,Strong,0.25,0.025
S3/B2-P,B2-1.3,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,0.475
S3/B2-P,B2-1.3,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,0.675
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,0.5,1.05
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,0.5,1.575
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.25,1.6
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,HemiptA,Misc,General,Weak,0.25,0.075
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,28.675
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,LioQua,Carabid,Predator,Moderate,0.25,0.15
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.325
S3/B2-P,B2-1.4,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,1.225
S3/B2-P,B2-1.5,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.5,0.975
S3/B2-P,B2-1.5,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.25
S3/B2-P,B2-1.5,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,0.575
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,0.5,0.975
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,0.25,0.025
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,Formi2,Ant,General,None,0.25,1.475
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.25,8.375
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.25,1.025
S3/B2-P,B2-2.1,8,Pitfall,2,B,35,107,35,TipuliA,Diptera,Herbivore,Strong,0.25,0.2
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,0.25,0.1
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,0.5,0.725
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,2,4.325
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.5,0.3
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.5,15.35
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,Mirida,Misc,Herbivore,Weak,0.25,0.375
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.25,0.925
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,1.675
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,1.9
S3/B2-P,B2-2.2,8,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.25,0.325
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,Aphidi,Misc,Herbivore,Moderate,0.25,0.05
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,1,3.1
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,CeratoA,Diptera,General,Strong,0.5,0.275
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.75,0.95
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,ElaterA,Misc,General,Moderate,0.25,0.225
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,Formi1W,Ant,General,None,0.25,0.3
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.75,37.825
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.5,2.675
S3/B2-P,B2-2.3,8,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.25,0.15
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,2.5,6.3
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,2,5.65
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,1.25,67.975
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,LioQua,Carabid,Predator,Moderate,0.25,0.225
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.5,1.8
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,0.575
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,ParWag,Spider,Predator,None,0.25,0.65
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,PhiRuf,Staphylinid,Predator,Weak,0.25,0.05
S3/B2-P,B2-2.4,8,Pitfall,2,B,35,107,35,ThiDil,Staphylinid,Predator,Weak,0.5,0.45
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,BemPun,Carabid,Predator,Moderate,0.25,0.325
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,DipterA,Diptera,General,Strong,0.25,0.875
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,Formi2,Ant,General,None,0.25,1.375
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,HemiptA,Misc,General,Weak,0.25,0.075
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,LabRip,Earwig,Predator,None,0.25,3.95
S3/B2-P,B2-2.5,8,Pitfall,2,B,35,107,35,PaeRub,Staphylinid,Predator,Weak,0.25,0.725
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,CeratoL,Aquatic,Detritivore,None,2,0.7
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,ChironL,Aquatic,General,None,3,0.4
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,ElaterA,Misc,General,Moderate,2,0.6
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,ElmidaL,Aquatic,Detritivore,None,7,1
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,GamSpp,Aquatic,Detritivore,None,198,230.7
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,RhyTriL,Aquatic,Predator,None,2,0.6
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,SimuliL,Aquatic,Detritivore,None,2,1.4
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,TabaniL,Aquatic,General,None,1,27.6
S3/A2-A,A2-Sur,9,Aquatic,2,A,43,148,43,TipSpp,Aquatic,General,None,1,5.4
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,BaeSpp,Aquatic,Detritivore,None,27,10.5
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,ChironL,Aquatic,General,None,1,0.8
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,ElmidaL,Aquatic,Detritivore,None,1,0.1
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,GamSpp,Aquatic,Detritivore,None,287,244.5
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,LeuSpp,Aquatic,Detritivore,None,1,0.2
S3/B2-A,B2-Sur,9,Aquatic,2,B,35,107,35,SerIgn,Aquatic,Predator,None,2,0.1
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,3,6.85
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,BemPun,Carabid,Predator,Moderate,1,2.1
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,BemTes,Carabid,Predator,Moderate,0.5,0.6
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,0.5,0.05
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,1.8
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,ElaterA,Misc,General,Moderate,0.5,0.25
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.5,0.05
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,LioQua,Carabid,Predator,Moderate,0.5,0.85
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.5,0.9
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,2.9
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.05
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.5,0.6
S4/A2-P,A2-1.1,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,1.5,0.15
S4/A2-P,A2-1.2,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,1,1.85
S4/A2-P,A2-1.2,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,4.15
S4/A2-P,A2-1.2,10,Pitfall,2,A,43,148,43,Mirida,Misc,Herbivore,Weak,0.5,0.15
S4/A2-P,A2-1.2,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,2.65
S4/A2-P,A2-1.2,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.5,0.1
S4/A2-P,A2-1.3,10,Pitfall,2,A,43,148,43,ArcCinA,Spider,Predator,None,0.5,12.1
S4/A2-P,A2-1.3,10,Pitfall,2,A,43,148,43,Formi1W,Ant,General,None,0.5,0.65
S4/A2-P,A2-1.3,10,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.5,0.2
S4/A2-P,A2-1.3,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,1.5,0.25
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,ArcCinA,Spider,Predator,None,0.5,36.65
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,0.5,0.4
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.1
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.5,0.05
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,HelSpp,Spider,Predator,None,0.5,0.15
S4/A2-P,A2-1.4,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.35
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.5,1.4
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,0.5,0.05
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.5,0.05
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,Mirida,Misc,Herbivore,Weak,0.5,1
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,1,4.8
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,0.5,1.15
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.05
S4/A2-P,A2-1.5,10,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.5,0.05
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,0.5,6.05
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.35
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,0.5,0.15
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,Formi1W,Ant,General,None,0.5,0.5
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,0.5,1.35
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,1,4.15
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,PerAer,Carabid,Predator,Moderate,0.5,0.15
S4/A2-P,A2-2.1,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,3,0.05
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,0.5,0.1
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,1,0.3
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,12.5,32.35
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,0.5,0.05
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,3.3
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,PaeRub,Staphylinid,Predator,Weak,1,3.8
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,4.35
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,1.5,7.3
S4/A2-P,A2-2.2,10,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,0.5,0.55
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,Aphidi,Misc,Herbivore,Moderate,0.5,0.05
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,1.5,3.35
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,0.5,0.05
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1,2.3
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,HemiptA,Misc,General,Weak,0.5,0.2
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.5,21.45
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,2.95
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,PerAer,Carabid,Predator,Moderate,0.5,0.2
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.05
S4/A2-P,A2-2.3,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,1,0.15
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ArcCinJ,Spider,Predator,None,135.5,104
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ArcCinA,Spider,Predator,None,0.5,66
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,BemDec,Carabid,Predator,Moderate,0.5,0.4
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,BemFas,Carabid,Predator,Moderate,9.5,27.85
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,CeratoA,Diptera,General,Strong,2,0.3
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ColeopL,Misc,General,None,1,0.1
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,DipterA,Diptera,General,Strong,1.5,4.8
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,1,32.95
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,Mirida,Misc,Herbivore,Weak,0.5,0.95
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,1.9
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,2.8
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,PhiRuf,Staphylinid,Predator,Weak,1,0.2
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,PirLat,Spider,Predator,None,1,10.85
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,0.5,0.15
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,ThiDil,Staphylinid,Predator,Weak,1.5,0.55
S4/A2-P,A2-2.4,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,1,0.6
S4/A2-P,A2-2.5,10,Pitfall,2,A,43,148,43,LabRip,Earwig,Predator,None,0.5,7.9
S4/A2-P,A2-2.5,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,1.85
S4/A2-P,A2-2.5,10,Pitfall,2,A,43,148,43,ParWag,Spider,Predator,None,0.5,2.5
S4/A2-P,A2-2.5,10,Pitfall,2,A,43,148,43,ScoGra,Staphylinid,Predator,Weak,1,0.05
S4/A2-P,A2-2.5,10,Pitfall,2,A,43,148,43,TipuliA,Diptera,Herbivore,Strong,0.5,0.3
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,BemDec,Carabid,Predator,Moderate,1,0.25
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,BemFas,Carabid,Predator,Moderate,3,7.4
S4/B2-P,B2-1.1,10,Pitfall,2,B,35,107,35,ColeopL,Misc,General,None,0.5,0.3
